MARKERNAME	CAD_BETA	CAD_SE	CAD_MAF	MIG_BETA	MIG_SE	MIG_MAF
1:37490080	-0.0002	0.0367	0.03839999999999999	-0.0149	0.114233	0.03443200000000002
1:37491618	0.0007	0.0446	0.0071	0.03025	0.114664	0.018336
1:37493206	0.0069	0.0061	0.4759	0.011621	0.00689	0.46967000000000003
1:37493710	0.0028	0.0064	0.3512	-0.017368	0.007171	0.356028
1:37494602	0.011	0.0094	0.1219	0.013035	0.010971	0.109732
1:37495629	0.0097	0.0094	0.1205	0.012285	0.011018	0.109114
1:37496046	-0.0088	0.01	0.1038	0.013918	0.011659	0.098274
1:37496131	-0.0176	0.0195	0.0756	-0.007747	0.016332	0.067708
1:37496135	0.0052	0.0144	0.1171	0.009647	0.013314	0.101538
1:37496141	-0.0025	0.01	0.3505	-0.01459	0.007453	0.357794
1:37496894	0.0097	0.0094	0.1208	0.012253	0.011019	0.109161
1:37496914	0.0046	0.0097	0.1196	-0.011337	0.011463	0.11347
1:37497098	-0.0096	0.0061	0.48109999999999997	0.010456	0.00689	0.47443100000000005
1:37497313	-0.0024	0.0136	0.0686	0.006187	0.0185	0.066106
1:37497482	0.0097	0.0094	0.1206	0.012241	0.011021	0.109141
1:37497521	0.0055	0.0064	0.3564	-0.016179	0.007177	0.360855
1:37498101	0.0082	0.0126	0.2326	-0.002376	0.011605	0.221555
1:37498785	0.0098	0.0094	0.1209	0.012112	0.011019	0.109237
1:37499455	0.1038	0.0733	0.0032	0.188418	0.104454	0.011735999999999969
1:37500723	0.0053	0.0064	0.3565	-0.016236	0.007184	0.360911
1:37500812	-0.0027	0.0147	0.0501	0.021263	0.01749	0.050498
1:37501129	0.0095	0.0094	0.1205	0.012088	0.011024	0.109137
1:37501887	0.0126	0.0094	0.1385	0.012551	0.010991	0.115887
1:37502035	0.0145	0.0267	0.017800000000000038	0.02307	0.071799	0.013754
1:37502559	0.0085	0.0337	0.0101	0.014278	0.094835	0.015576999999999952
1:37503250	0.0122	0.0341	0.0098	0.032425	0.114602	0.018336
1:37503599	0.0103	0.0093	0.1255	0.011424	0.010857	0.113169
1:37503951	0.0088	0.0065	0.377	-0.001944	0.007363	0.39
1:37504069	0.0312	0.0301	0.0118	0.068389	0.034006	0.013912
1:37504523	0.0056	0.0064	0.3561	-0.016825	0.007185	0.360378
1:37504670	-0.0091	0.0094	0.12050000000000005	-0.011986	0.011026	0.109281
1:37505129	-0.0094	0.0061	0.48040000000000005	0.011296	0.00689	0.47393700000000005
1:37505487	0.0039	0.0293	0.0133	0.00048	0.034573	0.012589
1:37505985	-0.0129	0.0173	0.0417	0.037491	0.041563	0.034395
1:37506171	0.0083	0.0098	0.1089	0.012187	0.011461	0.099994
1:37506458	0.0034	0.0339	0.01	0.01666	0.094999	0.015526999999999958
1:37506590	0.0345	0.0334	0.013000000000000012	-0.036759	0.185733	0.011124
1:37507036	-0.0101	0.0097	0.11560000000000004	0.011953	0.01127	0.10453
1:37507247	0.0037	0.0162	0.05230000000000001	-0.025232	0.016583	0.061669
1:37507462	0.0009	0.0096	0.3527	-0.01385	0.008432	0.353215
1:37507739	0.006	0.0063	0.3676	-0.016504	0.007144	0.370411
1:37507909	-0.0077	0.0176	0.0394	0.035144	0.041943	0.033738
1:37508251	0.0074	0.01	0.1064	0.013313	0.011596	0.097985
1:37508360	-0.076	0.1049	0.0018	0.278882	0.175145	0.011011
1:37508676	-0.0095	0.0098	0.11319999999999997	0.013124	0.011383	0.102568
1:37508771	-0.0114	0.0225	0.022199999999999998	0.032786	0.024127	0.028222
1:37509239	0.0061	0.0063	0.3679	-0.01635	0.007133	0.370621
1:37509352	0.0094	0.0061	0.4795	-0.010623	0.00687	0.47324200000000005
1:37509370	0.0176	0.0524	0.0068	0.229341	0.1655	0.012491
1:37509452	0.0027	0.034	0.01	0.015799	0.094792	0.015571000000000002
1:37509489	0.0095	0.0061	0.4795	0.010629	0.006872	0.47321599999999997
1:37509494	0.0097	0.0061	0.4762	-0.010298	0.00688	0.46989000000000003
1:37509597	-0.0793	0.0645	0.0123	0.054181	0.115193	0.014854
1:37509872	0.011	0.0061	0.4811	0.010665	0.00688	0.47381700000000004
1:37510196	0.0299	0.0268	0.0154	0.049466	0.030157	0.019124
1:37510282	-0.0267	0.0147	0.0606	0.003111	0.034277	0.065496
1:37510471	0.0098	0.0098	0.1131	0.01331	0.011396	0.102585
1:37510523	-0.01	0.0098	0.11339999999999995	-0.013178	0.011403	0.103484
1:37510835	-0.0107	0.0062	0.48	0.010288	0.00712	0.487282
1:37510951	0.0089	0.0102	0.1006	0.014634	0.011852	0.095862
1:37510952	-0.007	0.01	0.1059	-0.014185	0.011619	0.097828
1:37511120	-0.005	0.0145	0.11880000000000002	0.010725	0.013278	0.103936
1:37511121	-0.0053	0.0165	0.10089999999999999	-0.001569	0.013056	0.086517
1:37511405	0.0104	0.0237	0.022	-0.005161	0.070663	0.01690400000000003
1:37511657	-0.0057	0.0093	0.4972	0.007265	0.008278	0.48548800000000003
1:37511700	-0.0087	0.0098	0.11329999999999996	0.014248	0.011411	0.102668
1:37512085	-0.0009	0.0188	0.03249999999999997	0.031948	0.041562	0.024251000000000023
1:37512820	0.0061	0.0344	0.0099	0.015879	0.094983	0.015614000000000017
1:37512939	0.0105	0.0341	0.01	0.016894	0.095163	0.015569999999999973
1:37512995	-0.0106	0.0061	0.4968	0.009883	0.007024	0.495182
1:37513145	0.0099	0.01	0.107	0.015636	0.011746	0.097743
1:37513503	0.0102	0.0061	0.4991	0.010074	0.007035	0.490934
1:37513757	0.0051	0.0063	0.395	-0.016461	0.007192	0.395995
1:37513854	-0.0104	0.0061	0.4973	0.010335	0.007023	0.49477899999999997
1:37513906	0.0048	0.0063	0.391	-0.016168	0.007216	0.391633
1:37514081	-0.0033	0.0345	0.009700000000000042	-0.014833	0.095603	0.015608999999999984
1:37514618	0	0.0722	0.004	0.092848	0.098556	0.01651
1:37514682	0.0025	0.0118	0.22	-0.008386	0.009683	0.245129
1:37514695	-0.0392	0.0303	0.0203	-0.329431	0.136346	0.012669
1:37515107	-0.0011	0.0089	0.15039999999999998	0.009261	0.010894	0.137736
1:37515181	-0.0065	0.0299	0.01319999999999999	0.000388	0.034771	0.012779
1:37515862	0.0084	0.0234	0.0224	0.007588	0.070578	0.017450999999999994
1:37517099	0.0121	0.0342	0.0099	0.017326	0.095548	0.015623999999999971
1:37517643	-0.0017	0.0076	0.2119	0.023397	0.008549	0.19778
1:37518308	-0.0177	0.035	0.009399999999999964	-0.03471	0.114615	0.018463
1:37518580	0.006	0.0074	0.2428	-0.014866	0.008246	0.248696
1:37518834	-0.0043	0.0683	0.004	-0.03937	0.094473	0.018738
1:37518917	-0.0011	0.0091	0.1422	0.010344	0.01099	0.13546
1:37519251	-0.044	0.0403	0.0096	-0.110352	0.074204	0.01984
1:37519335	-0.0025	0.0076	0.211	0.024009	0.008606	0.197486
1:37520075	0.0007	0.0091	0.1422	-0.010291	0.01102	0.135464
1:37520238	0.0365	0.0326	0.0109	0.01579	0.095319	0.016052999999999984
1:37520272	-0.0391	0.0326	0.01090000000000002	-0.01547	0.09532	0.016054000000000013
1:37521551	0.0026	0.0066	0.43620000000000003	-0.000918	0.007796	0.434784
1:37521740	-0.0051	0.0064	0.433	-0.002076	0.007191	0.445355
1:37521745	0.0426	0.0879	0.0021999999999999797	-0.086317	0.127548	0.019775
1:37521938	0.0064	0.0063	0.4303	0.001186	0.0071	0.438103
1:37521983	-0.0061	0.0063	0.4206	-0.001167	0.007076	0.422387
1:37522030	0.0064	0.0063	0.4206	0.001201	0.007077	0.422489
1:37522747	0.0043	0.0078	0.2038	-0.018321	0.008704	0.220824
1:37522867	0.0205	0.0165	0.0429	-0.029862	0.022464	0.035439
1:37522916	0.0051	0.0063	0.4171	-0.002407	0.007021	0.419494
1:37522957	0.0054	0.0063	0.4172	0.002414	0.007021	0.419499
1:37522978	-0.0041	0.0078	0.20340000000000003	0.017599	0.008701	0.218832
1:37522992	0.0042	0.0078	0.2034	-0.017595	0.008701	0.21883
1:37523165	-0.0191	0.0692	0.0039	-0.701239	0.354197	0.010315
1:37523510	-0.0548	0.0258	0.02429999999999999	0.224947	0.131527	0.015966999999999953
1:37524031	0.0153	0.0302	0.0376	0.023534	0.025372	0.04758
1:37524142	-0.0019	0.0083	0.16049999999999998	-0.008635	0.00993	0.143693
1:37525003	-0.005	0.0124	0.0708	-0.021722	0.013196	0.073379
1:37525360	0.0052	0.0078	0.204	-0.017289	0.008651	0.220591
1:37525546	0.0002	0.0403	0.0103	0.31465	0.136212	0.018995
1:37525639	-0.0052	0.0063	0.4162	-0.001899	0.006987	0.418781
1:37525673	-0.3499	0.1994	0.0007	0.060145	0.096879	0.020719
1:37525676	0.0058	0.0063	0.41690000000000005	0.002001	0.006987	0.418756
1:37525698	-0.0052	0.0063	0.4162	-0.001986	0.006986	0.418764
1:37525722	-0.0023	0.0083	0.16080000000000005	-0.008582	0.009886	0.143143
1:37526080	-0.0139	0.103	0.0019	0.059075	0.095756	0.021116
1:37526403	0.0024	0.0083	0.1605	0.008615	0.009897	0.142899
1:37526481	-0.0032	0.0063	0.4014	-0.003156	0.007035	0.408564
1:37527356	0.022	0.0672	0.0040000000000000036	0.700602	0.354003	0.010315
1:37527768	-0.0002	0.0084	0.1563	0.007941	0.009993	0.14241
1:37527835	0.0002	0.0084	0.15680000000000005	-0.007878	0.009991	0.142455
1:37528215	0.3449	0.2166	0.0007000000000000339	-0.057466	0.09649	0.021006
1:37528219	-0.3402	0.2173	0.0007	0.05739	0.096487	0.020957
1:37528846	-0.3647	0.1991	0.0007	0.058644	0.096885	0.020768
1:37529077	-0.0148	0.073	0.0034	0.02192	0.117055	0.021684
1:37529086	0.0043	0.0062	0.4323	-0.001962	0.006983	0.439675
1:37529233	0.0018	0.0617	0.0061	0.029021	0.089836	0.017736
1:37529319	-0.0054	0.0614	0.0062	0.028192	0.089827	0.017778
1:37529465	-0.017	0.0597	0.00660000000000005	-0.02809	0.089826	0.017782
1:37529573	0.0086	0.0872	0.0025	-0.072921	0.128005	0.015095
1:37529639	-0.3619	0.1976	0.0007	0.058214	0.096883	0.02078
1:37529677	-0.0045	0.0062	0.4323	-0.002178	0.006979	0.4401
1:37529876	0.0329	0.0247	0.0194	0.121263	0.065283	0.014719000000000038
1:37530264	-0.0047	0.0062	0.4366	-0.002689	0.006977	0.442577
1:37530356	0.0138	0.0348	0.0104	0.010319	0.09835	0.016272999999999982
1:37530642	-0.0038	0.0618	0.006099999999999994	-0.070619	0.105103	0.018091
1:37530753	0.0049	0.0063	0.41459999999999997	0.001479	0.007008	0.417567
1:37530824	-0.0006	0.0084	0.156	0.007693	0.009963	0.141955
1:37530897	0.0006	0.0084	0.1569	0.007745	0.009931	0.141905
1:37530946	0.0069	0.0612	0.0061	0.026226	0.089673	0.018128
1:37530961	-0.0006	0.0084	0.1561	0.00778	0.009962	0.141949
1:37530969	-0.0027	0.0612	0.006299999999999972	0.027336	0.0898	0.017825
1:37531250	0.0219	0.1129	0.0017000000000000348	0.052601	0.091461	0.018035
1:37531412	-0.0013	0.0167	0.0406	0.014658	0.021171	0.03682
1:37532026	-0.003	0.1174	0.0015	0.053024	0.091405	0.01805
1:37532121	0.0047	0.1175	0.0014999999999999458	0.053074	0.091396	0.018055
1:37532158	-0.0094	0.1149	0.0016000000000000458	-0.053061	0.091393	0.018057
1:37532164	0.0042	0.0062	0.4332	-0.002638	0.006964	0.441363
1:37532203	0.0071	0.1177	0.0014999999999999458	0.053052	0.091386	0.018062
1:37532771	-0.0007	0.0088	0.1388	0.008573	0.010401	0.123116
1:37533178	-0.0044	0.0062	0.4345	0.002741	0.006954	0.442004
1:37533229	0.0031	0.0086	0.1493	-0.009903	0.010213	0.130798
1:37533801	0.0029	0.0062	0.4369	-0.002109	0.006941	0.444521
1:37534052	0.0006	0.0086	0.14970000000000006	-0.010125	0.010178	0.128182
1:37534224	-0.0017	0.0284	0.0148	-0.041556	0.033951	0.016659
1:37534255	-0.0042	0.0062	0.43389999999999995	0.00244	0.006923	0.441801
1:37534313	-0.0025	0.0063	0.4158	-0.003159	0.007053	0.423422
1:37534326	-0.0022	0.0088	0.14	0.008236	0.010399	0.123698
1:37534397	-0.0019	0.0459	0.0088	-0.041505	0.141072	0.014004
1:37534566	0.3662	0.2062	0.0007000000000000339	-0.071825	0.094513	0.017194
1:37534673	-0.0056	0.0063	0.4162	-0.003666	0.007056	0.421403
1:37535073	0.3687	0.2071	0.0007000000000000339	-0.072414	0.094583	0.017205
1:37535793	-0.3975	0.2073	0.0007	0.068332	0.094047	0.017813
1:37536068	-0.0044	0.0069	0.2919	0.006845	0.008133	0.2861
1:37536134	0.0081	0.0065	0.36839999999999995	-7.5e-05	0.007403	0.383889
1:37537291	0.0808	0.0697	0.0039000000000000146	-0.108696	0.706323	0.01025
1:37537293	-0.0102	0.0065	0.3677	0.001266	0.007461	0.353732
1:37537641	-0.002	0.0071	0.2515	0.007712	0.008135	0.250435
1:37537709	0.0115	0.0065	0.3514	-0.002578	0.007434	0.343975
1:37538004	0.3694	0.1964	0.0008000000000000229	-0.061959	0.092829	0.017597
1:37538329	-0.3617	0.2034	0.0007	0.061591	0.09309	0.017532
1:37538771	0.0031	0.007	0.2661	-0.006998	0.007988	0.263351
1:37539243	0.0106	0.0066	0.3862	0.005924	0.007459	0.394411
1:37539482	-0.0054	0.0187	0.0353	0.024953	0.052362	0.029774
1:37539662	0.1119	0.188	0.0007000000000000339	0.071125	0.105976	0.018454
1:37539705	-0.0723	0.0954	0.0023	0.071061	0.105986	0.018456
1:37539971	0.1257	0.072	0.005600000000000049	-0.046215	0.095077	0.024451
1:37540176	-0.0347	0.0556	0.0129	0.056917	0.093528	0.025217
1:37540265	-0.1327	0.0777	0.0049	-0.96464	0.69613	0.013233
1:37541322	-0.0152	0.0075	0.23109999999999997	-0.003972	0.008724	0.213572
1:37541371	-0.0965	0.1871	0.0007	0.069186	0.106381	0.018624
1:37541617	-0.0032	0.0127	0.0718	-0.02796	0.014534	0.075199
1:37541759	0.0003	0.0101	0.12290000000000001	0.00579	0.012512	0.128053
1:37541761	-0.075	0.1874	0.0007	0.068496	0.106501	0.018642
1:37541879	0.1488	0.079	0.0048000000000000265	0.93457	0.74992	0.012214
1:37541908	0.1472	0.0784	0.0049000000000000155	-0.93384	0.75076	0.012195
1:37541973	-0.1133	0.1922	0.0007	0.068089	0.106558	0.018652
1:37543065	-0.0187	0.0656	0.0044	-0.016144	0.116177	0.01814
1:37543097	0.0648	0.0563	0.013800000000000034	0.035768	0.101773	0.025302
1:37543192	0.0006	0.007	0.3423	-0.001655	0.008121	0.363075
1:37543770	0.0127	0.0561	0.006	0.286003	0.173184	0.011744
1:37543771	0.0198	0.0557	0.006	0.28606	0.173178	0.011744
1:37544223	0.0147	0.0075	0.2259	0.005605	0.008549	0.207919
1:37545123	0.0011	0.0071	0.3421	-0.000973	0.008274	0.361767
1:37545336	0.0283	0.0237	0.0214	-0.005958	0.027779	0.017874
1:37545524	-0.0812	0.1486	0.0014	-0.040132	0.119798	0.022684
1:37546031	0.0455	0.0284	0.0551	0.011271	0.046943	0.058924
1:37546104	0.093	0.0707	0.0122	0.022884	0.078976	0.017495
1:37546148	0.0031	0.0074	0.3193	-2.5e-05	0.009423	0.340988
1:37546152	0.0042	0.0311	0.06010000000000004	0.10067	0.088449	0.062636
1:37546154	-0.1509	0.0927	0.0037	0.338738	0.260394	0.011255
1:37547417	0.0016	0.0334	0.0454	0.011285	0.082483	0.022498
1:37548473	0.1044	0.058	0.013299999999999979	-0.032295	0.101969	0.024922
1:37548572	-0.0989	0.0695	0.0064	0.043167	0.104221	0.024166
1:37549183	-0.0553	0.0809	0.0049	0.110313	0.132348	0.015799
1:37549639	0.0193	0.0112	0.10670000000000002	-0.012639	0.012282	0.093289
1:37549803	0.0184	0.022	0.0245	-0.059464	0.044662	0.03131799999999996
1:37550839	0.0145	0.009	0.1485	-0.009302	0.010146	0.152423
1:37551234	0.0162	0.0442	0.007399999999999962	-0.034912	0.043575	0.011554
1:37551480	-0.0029	0.0187	0.108	0.032842	0.037817	0.0624
1:37551481	0.0007	0.0111	0.1094	0.008443	0.014578	0.075042
1:37551705	-0.0048	0.0166	0.050000000000000044	0.026423	0.02426	0.030047
1:37551870	-0.0097	0.0063	0.48	0.00045	0.006902	0.484019
1:37551969	-0.0027	0.0166	0.050000000000000044	0.026133	0.024157	0.029788
1:37552173	-0.0045	0.0163	0.0529	-0.02783	0.024031	0.030401
1:37552373	-0.0289	0.0703	0.0036000000000000476	0.923348	0.591893	0.010976
1:37552612	0.0048	0.0108	0.1106	0.009796	0.013919	0.075851
1:37552691	-0.0028	0.0166	0.049900000000000055	0.026235	0.024147	0.029761
1:37553450	0.0135	0.0088	0.1508	-0.008275	0.009658	0.149732
1:37553865	-0.018	0.1649	0.0008000000000000229	-0.444257	0.186196	0.011889
1:37554046	-0.0045	0.0341	0.01100000000000001	-0.008059	0.050545	0.012238
1:37554054	-0.0016	0.0273	0.0154	0.005521	0.033958	0.016898
1:37554129	-0.0129	0.0087	0.1513	0.00956	0.009554	0.152772
1:37554914	-0.0101	0.0063	0.4798	0.00209	0.006924	0.480718
1:37555119	0.0106	0.0063	0.48319999999999996	-0.001345	0.006916	0.47641100000000003
1:37555362	0.0002	0.0123	0.0764	0.005422	0.014701	0.084432
1:37555939	-0.0648	0.1574	0.0008000000000000229	-0.44604	0.186243	0.011873
1:37556059	0.0033	0.0166	0.0499	-0.026204	0.024146	0.029574
1:37556271	0.0037	0.0166	0.0498	-0.026312	0.024148	0.029553
1:37556717	-0.0065	0.0263	0.019000000000000017	-0.123724	0.040492	0.012919
1:37557676	0.0043	0.0135	0.0604	0.039879	0.018692	0.041203
1:37557751	0.0054	0.0287	0.0131	-0.035167	0.032489	0.014252
1:37557801	0.0037	0.0135	0.0604	0.039702	0.018683	0.041239
1:37559075	0.0048	0.0167	0.0494	-0.024156	0.024187	0.029138
1:37559193	-0.0168	0.0137	0.0618	0.024404	0.016181	0.056619
1:37559724	0.0114	0.0091	0.136	-0.008879	0.010128	0.131778
1:37559925	0.0036	0.0071	0.2599	0.002643	0.008238	0.25156
1:37560090	-0.0013	0.0065	0.3791	-0.004223	0.007311	0.34036
1:37560595	0.0086	0.0062	0.49670000000000003	0.00168	0.006901	0.46072900000000006
1:37561291	-0.0087	0.0062	0.4972	0.001914	0.006896	0.460855
1:37561389	0.0049	0.0165	0.0495	-0.024549	0.024058	0.028975
1:37561516	-0.037	0.0282	0.013900000000000023	-0.030582	0.033618	0.014839
1:37561638	-0.0087	0.0062	0.4972	0.001899	0.006894	0.46132700000000004
1:37561674	-0.0037	0.0071	0.25960000000000005	0.001904	0.008215	0.251922
1:37561742	0.0103	0.0089	0.1393	-0.01051	0.009965	0.135783
1:37561836	0.0059	0.0165	0.0495	-0.023114	0.023879	0.029087
1:37562417	-0.0003	0.0133	0.0609	0.035328	0.018344	0.041572
1:37562790	0.0033	0.0299	0.013	-0.219834	0.26387	0.011539999999999995
1:37563312	0.0083	0.0088	0.1398	-0.009503	0.010102	0.133222
1:37563336	-0.0083	0.0062	0.4923	0.001096	0.006941	0.471519
1:37563391	0.0034	0.0072	0.2627	0.002396	0.008269	0.263686
1:37563638	0.0051	0.0165	0.0498	-0.022313	0.023798	0.029182
1:37563777	-0.0115	0.0185	0.07379999999999998	0.016424	0.020701	0.050583
1:37564095	-0.0022	0.0129	0.06720000000000004	-0.032348	0.017748	0.044755
1:37564323	0.0085	0.0062	0.4972	0.001747	0.00689	0.46142799999999995
1:37564431	0.0083	0.0088	0.1399	-0.009491	0.0101	0.133204
1:37564526	0.0083	0.0088	0.1399	-0.009493	0.010099	0.133201
1:37564602	0.0082	0.0088	0.1399	-0.009494	0.010099	0.133202
1:37565410	-0.0086	0.0062	0.4965	0.001476	0.006888	0.46154700000000004
1:37565589	-0.0023	0.0178	0.1198	-0.003734	0.014895	0.131601
1:37565921	0.0029	0.0071	0.2593	0.002088	0.008243	0.250502
1:37566410	-0.0083	0.0062	0.4972	0.001409	0.006886	0.46090299999999995
1:37566619	-0.0091	0.01	0.4309	-0.003377	0.008496	0.485224
1:37566620	-0.007	0.0063	0.4838	-0.00155	0.007106	0.49625600000000003
1:37566621	-0.007	0.0063	0.484	-0.001671	0.0071	0.49577899999999997
1:37566653	-0.0087	0.0062	0.4962	0.001454	0.006884	0.46159799999999995
1:37566727	0.008	0.0062	0.49570000000000003	0.001578	0.006886	0.46184800000000004
1:37566811	0.01	0.0089	0.1393	-0.010548	0.009943	0.135649
1:37567439	0.0078	0.0087	0.1408	-0.011068	0.009938	0.136037
1:37567633	0.02	0.0316	0.0129	-0.059186	0.085627	0.017164999999999986
1:37567790	0.0081	0.0062	0.49560000000000004	-0.001693	0.006885	0.46152099999999996
1:37567833	0.0017	0.0129	0.0672	0.034418	0.017524	0.044841
1:37568246	-0.0058	0.0165	0.04949999999999999	0.022954	0.023855	0.02911
1:37568425	0.0126	0.01	0.4466	-0.002988	0.007236	0.49668100000000004
1:37568656	0.0094	0.0189	0.0703	0.019277	0.02071	0.048183
1:37568667	0.0161	0.0172	0.1074	0.011125	0.023276	0.059811
1:37568693	0.0553	0.0435	0.008099999999999996	-0.017852	0.087945	0.025012
1:37568698	0.0057	0.0165	0.0495	-0.022926	0.023869	0.029108
1:37569165	0.0015	0.0129	0.0673	0.034024	0.017501	0.044835
1:37569375	-0.0081	0.0063	0.4871	-0.00124	0.007067	0.49316899999999997
1:37569380	0.0045	0.0136	0.0571	0.041782	0.018284	0.040859
1:37569584	-0.0158	0.0406	0.0098	0.039353	0.071886	0.017657
1:37569619	0.0099	0.0089	0.1394	-0.011024	0.009955	0.135647
1:37569971	-0.0083	0.0062	0.4964	0.001661	0.006884	0.46122700000000005
1:37570064	-0.0075	0.0087	0.14090000000000003	0.011564	0.009935	0.136068
1:37570173	-0.0116	0.0396	0.0077	0.043552	0.043292	0.012283
1:37570229	-0.0046	0.0065	0.36529999999999996	-0.004867	0.007309	0.32779
1:37570457	-0.0046	0.0065	0.36519999999999997	-0.004877	0.007308	0.32778700000000005
1:37570509	-0.0032	0.0107	0.10770000000000002	-0.010933	0.013617	0.075435
1:37570787	0.0045	0.0065	0.3648	0.004771	0.007309	0.327755
1:37570969	-0.0074	0.0087	0.14100000000000001	0.011717	0.009933	0.136164
1:37571710	0.0099	0.0089	0.1395	-0.011264	0.009954	0.135746
1:37571803	-0.0094	0.0323	0.011499999999999955	0.032583	0.043415	0.013225
1:37571804	0.0049	0.0065	0.3646	0.004949	0.007323	0.327395
1:37571865	-0.0046	0.0065	0.36460000000000004	-0.005115	0.007325	0.327267
1:37572630	0.0076	0.0062	0.4938	6.7e-05	0.006929	0.46002600000000005
1:37572780	0.008	0.0062	0.49660000000000004	-0.000717	0.006894	0.461743
1:37572802	-0.0081	0.0062	0.4938	3.3e-05	0.00691	0.47077800000000003
1:37572827	-0.0073	0.0062	0.4957	0.000777	0.006887	0.46184400000000003
1:37573251	-0.0097	0.0089	0.13949999999999996	0.011765	0.009967	0.135834
1:37573474	0.0073	0.0088	0.1411	-0.012202	0.009964	0.136262
1:37573519	-0.0044	0.0066	0.35040000000000004	-0.009067	0.007432	0.317272
1:37573522	-0.0078	0.0062	0.48919999999999997	-0.001603	0.006946	0.45128199999999996
1:37573992	-0.0086	0.0099	0.38580000000000003	-0.01066	0.008775	0.31679999999999997
1:37574029	0.0075	0.0088	0.141	-0.012313	0.009985	0.136354
1:37574615	-0.0045	0.0165	0.04949999999999999	-0.022993	0.024008	0.029383
1:37574634	0.0042	0.0066	0.3509	0.009187	0.007436	0.31733199999999995
1:37574708	-0.0095	0.0089	0.13959999999999995	-0.011932	0.009992	0.135954
1:37574737	0.0073	0.0088	0.1411	-0.012393	0.009981	0.136415
1:37575263	-0.0107	0.009	0.13690000000000002	0.011618	0.01001	0.135588
1:37575392	0.0043	0.0066	0.3497	0.009059	0.007446	0.31708499999999995
1:37575586	-0.0042	0.0066	0.35019999999999996	-0.009207	0.007439	0.31731699999999996
1:37575597	-0.0076	0.0062	0.4891	-0.001745	0.006964	0.45147000000000004
1:37575641	0.0053	0.0167	0.0476	-0.025904	0.024207	0.029278
1:37575841	0.0038	0.0066	0.3543	0.010245	0.007478	0.330766
1:37575864	0.0073	0.0062	0.4902	0.002674	0.006987	0.454059
1:37576528	0.0045	0.0066	0.3502	-0.009263	0.007441	0.317349
1:37576957	0.0071	0.0063	0.4904	0.002924	0.006989	0.45460500000000004
1:37577214	-0.0043	0.0066	0.35019999999999996	-0.009304	0.007439	0.317334
1:37577420	0.0095	0.0089	0.1397	-0.011939	0.010008	0.136155
1:37577470	-0.0034	0.0067	0.3045	-0.013982	0.007798	0.285236
1:37577531	0.0077	0.0062	0.4891	0.001904	0.006968	0.451634
1:37577622	-0.0077	0.0062	0.4891	-0.001903	0.006967	0.451643
1:37577632	-0.0044	0.0066	0.35009999999999997	-0.0094	0.007441	0.317323
1:37577875	0.0061	0.0167	0.0475	-0.026198	0.024212	0.029494
1:37577915	0.0419	0.0395	0.008000000000000007	-0.096837	0.149702	0.011359
1:37578124	-0.0157	0.0131	0.0654	0.02539	0.015388	0.057646
1:37578131	0.0106	0.009	0.1366	-0.011717	0.010026	0.135691
1:37578154	-0.0044	0.0066	0.35040000000000004	-0.009463	0.007444	0.317361
